,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
0,397.77589289771026,-56.692284611789034,-65.55125718443935,109.13571358616494,-241.63420617192418,-26.433878725622385,-54.17858745971935,-569.563588105698,408.0807512645012,-72.17463379045381,-728.5318365601102,-257.47225721763795,-143.6891183148046,146.05950052396207,-39.091453540507004,990.7025544735159,-67.68588743281786,36.947764032430236,239.49488301944115,20.798333811504392,-545.7883577117443,47.78824828300708,93.45568955515844,-222.2188629289826,0.0,-692.3562545744164,0.0,373.52791279713443,-129.6777197629082,0.0,-221.15236551196654,2181.336667893565,-653.3546025130506,-157.588019913589,-403.60472788642346,482.5810287695121,-141.81337645529266
1,237.25404495058547,0.0,-115.01852414342693,-138.50139859468413,201.89521914142324,47.724321826848836,-43.49988202913778,395.78579573250215,-598.7080660490719,273.6455432056291,180.29215074593867,-81.75136251699405,-199.53922020442906,-291.2173459440937,386.97321255208885,340.3041994631167,632.5263039291206,743.081202223859,-331.75565270541665,123.97165697098421,-725.9051650448446,-127.67716137955358,-45.79207593986371,780.6827963887349,30.31589011870551,-485.51297961226055,0.0,161.59889862665204,-226.52401197228778,-133.80588558850354,625.1925830934792,2638.4144894135425,-1006.734725308987,-104.90268668933595,-91.25202319501273,256.1021078833835,141.83582143501917
2,-189.26918193096503,46.90579987713613,-422.45548590523913,224.0607805576251,76.72589238482556,-212.80091953092688,-142.2929699402041,106.36617177436779,40.0214016466075,-150.3833249758618,-156.45943089395814,0.0,38.64147375912626,214.91713282601586,-49.37072929443684,39.99156132520011,-54.39240357593576,32.92164090235224,439.4478094898029,99.95551949318269,-135.257756623884,148.09586252604504,76.63656103915127,-216.19277213365262,169.3121945231003,-417.710108262821,39.596821129699265,21.57366322320354,167.99749754256072,251.50115340037883,2890.7991398202767,-686.2725220146367,683.966593990061,23.730824246309794,921.2615117618229,-843.885127563842,1408.7395774412216
3,-232.30414388882355,-143.3217432004567,423.4480438998885,158.48515311809933,77.5504496268918,-196.79971122279994,-76.4474691381588,-784.8494129257765,399.83876919152044,191.37865489687738,-271.6307791249983,0.0,-159.07537194624547,106.23221924189193,284.3085141117017,72.74562794541407,-141.3317187891139,183.1249239184517,190.51588144103926,-127.98444547949794,261.33044579172883,67.95142503878606,0.0,-141.76027053283542,-35.05400581308959,-312.0286998668457,433.9920769772193,124.31720125243055,-48.90535037264681,-430.8654960215622,3973.7177121505692,-1270.2560835188751,649.0543602453226,-90.59899093705644,761.5636570730926,1762.1555329835414,408.7393959080255
4,193.68671153965613,60.616352730741596,-60.7623367685851,408.9608956344464,182.78989999626071,419.27215488173863,-228.07465513193597,-190.78194090831448,-176.04646807794893,-248.34550836451217,-1176.8779850448814,502.01528184392214,-121.28930645106857,-152.27345409431894,77.33354517060513,-290.4853802497139,-116.78330336890701,-64.9588137266112,347.62627030713634,-29.954649245228893,184.13088005640475,106.33848394211554,50.09690414659656,-341.87070281911974,225.0923427817986,560.5331995867781,76.51602308779343,-90.69708981071881,113.39132243275253,37.856725943217384,3076.599100897145,-1031.520295318307,545.3080677930504,-157.35815276219068,135.62723754620436,-843.0672197006581,1007.1351823083667
5,-73.50792763612117,-133.06902942675333,166.3959058798755,-711.0260159855243,0.0,-285.98716112512466,0.0,1001.992361045589,0.0,-115.73254916201677,550.7176816379551,-427.4495104759153,-188.03349315436753,625.271614754909,-126.25579653387285,958.7583219446296,-264.73113528329304,-543.6595795884296,-490.99850179822715,97.42872721486219,134.0536393103621,317.8962751698523,-122.5874016672442,90.80982826725631,628.5114828187798,81.91600267562717,0.0,-346.1647607414052,-429.2827289310535,319.576117597735,1895.4879923906055,1309.5055089820526,4062.844384136526,1099.0533508252074,-2375.233625693095,4451.4768118710745,4847.759562713254
6,0.0,0.0,-161.59508355368598,322.75296347171025,-142.90988352553723,286.5634697712667,0.0,183.5397611606195,0.0,0.0,1721.9083325553056,0.0,0.0,0.0,0.0,1575.063459488304,-442.3286670454736,406.290521701967,0.0,0.0,-1000.9160500632779,0.0,0.0,0.0,0.0,-237.16868580614027,0.0,0.0,0.0,0.0,10534.218652679388,-1661.5319874737243,3053.171300437687,1047.3564779569151,-413.6134254392682,109.55403786646366,4844.053032851192
7,-124.1403861092299,74.01185978888134,-129.5538413953684,32.7098020877022,479.46247436642943,-300.3959815342266,70.73742961397033,-627.8328944453904,64.36232897492823,178.41435352781286,556.1611661935779,-77.81312135790108,397.02646069117736,154.47482588207185,363.18626140297204,-172.4935077106163,83.83405343835761,-708.021178707176,-58.37136911007269,131.390539161981,-911.9687954084284,-35.21004291888346,64.32168554040959,-86.49556635202748,-78.8891779119906,-124.48381230297059,48.91713183145362,74.9994161482366,-62.07672457169201,37.439131990639225,-2349.856432925668,264.61769759707295,-334.33869759053005,-55.34596739453286,679.0382458979176,-432.38171156861404,-299.35555278656375
8,249.17315177394266,61.026318976076254,-228.50778347875985,449.8523640822568,306.4711671117675,-775.4621072367881,-103.96785925598942,-693.4739797773545,1225.8814396867056,234.6991548136375,2030.948060765506,0.0,81.94227797369058,-156.94074485101464,573.0150365186764,1902.5543959964452,600.7104082729402,465.6115751103689,-114.49736362236217,338.40838772956613,-703.2136592985016,-67.89553238693952,553.7550431252057,738.4699557592357,130.24099631293848,-1047.4694768614318,0.0,-191.54353091880148,487.17636346383915,-269.3180612008309,6253.107548573729,296.77917747321317,-151.24674379103453,1369.8736468062098,-1283.459022452911,506.1507006788388,-1144.7008913383615
9,355.4441870802584,0.0,366.97901904201353,-635.1853979451244,232.58282105804392,2159.4318353334857,0.0,-142.88877005450558,-837.9255498968805,0.0,2019.042156329766,-159.76583922259033,0.0,-206.56964444829828,494.90961360865913,683.4908282595225,-98.45666525223896,-386.597699679025,-361.005468474581,183.00554859506155,-782.4600190155452,230.23784861778404,141.69184479932846,567.405430452065,171.02222287605218,0.0,0.0,55.36906877034926,140.4840267255804,654.8305384579089,9419.630479846917,-1850.7855309615688,4222.799783920762,685.4084556567359,-1275.3689238478964,3159.045673369111,3236.7938530325555
